pce_max,FA,MA,Cs,Rb,Pb,Sn,I,Br,Cl,effective_area,anneal_T1,anneal_t1,anneal_T2,anneal_t2,encapsulation,ISOS-test_type,Temperature,RH,Sun,thickness,stable,deposit_type_Encoded,deposit_step_Encoded,anti_solution_Encoded,anti_add_Encoded,precursor_solution_Encoded,precursor_add_Encoded,structure_Encoded,substrate_Encoded,electrode_Encoded,ETL_Encoded,ETL-2_Encoded,ETL_add_Encoded,HTL_Encoded,HTL-2_Encoded,HTL_add_Encoded,up_passive_Encoded,down_passive_Encoded,anneal_atmosphere_Encoded,Is_FAMACs,Is_FACs,double_element,Is_FA,single_element,Is_FAMA,Is_Cs,Is_MA,tf,miu
0.2185,0.87,0.13,0.0,0.0,1.0,0.0,2.94,0.06,0.0,0.04,120,25.0,0,0,0,4.0,25.0,0.0,100.0,5,0.0,3,2,10,32,7,78,1,2,0,11,27,28,56,15,14,167,68,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9772352293002714,0.542091836734694
0.2184,0.9,0.0,0.1,0.0,1.0,0.0,3.0,0.0,0.0,0.09,150,20.0,0,0,0,8.0,60.0,45.0,0.0,5,1.0,5,1,10,32,14,211,1,2,0,11,27,33,56,15,14,91,68,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9686761544783156,0.5409090909090909
0.2184,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.1,100,10.0,0,0,0,2.0,25.0,30.0,0.0,5,1.0,5,1,6,32,6,211,1,2,0,11,27,38,56,15,14,167,35,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9115234270177087,0.5409090909090909
0.2184,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.1,100,10.0,0,0,0,5.0,25.0,30.0,100.0,5,1.0,5,1,6,32,6,211,1,2,0,11,27,38,56,15,14,167,35,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9115234270177087,0.5409090909090909
0.2183,0.95,0.05,0.0,0.0,1.0,0.0,2.85,0.15,0.0,0.05,100,30.0,0,0,0,2.0,25.0,35.0,0.0,7,0.0,5,1,0,32,6,78,1,2,0,11,27,5,56,15,14,167,68,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.983839622017358,0.5438756855575869
0.2182,0.87,0.13,0.0,0.0,1.0,0.0,2.94,0.06,0.0,0.09,115,25.0,0,0,0,1.0,25.0,0.0,0.0,5,0.0,3,2,10,32,7,78,1,2,0,11,27,23,56,15,37,167,68,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9772352293002714,0.542091836734694
0.2182,0.87,0.13,0.0,0.0,1.0,0.0,2.94,0.06,0.0,0.09,115,25.0,0,0,0,2.0,23.0,30.0,0.0,5,0.0,3,2,10,32,7,78,1,2,0,11,27,23,56,15,37,167,68,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9772352293002714,0.542091836734694
0.2182,0.87,0.13,0.0,0.0,1.0,0.0,2.94,0.06,0.0,0.09,115,25.0,0,0,0,4.0,25.0,0.0,100.0,5,0.0,3,2,10,32,7,78,1,2,0,11,27,23,56,15,37,167,68,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9772352293002714,0.542091836734694
0.2182,0.7315,0.2185,0.05,0.0,1.0,0.0,2.31,0.69,0.0,0.05,120,20.0,0,0,0,2.0,25.0,30.0,0.0,5,1.0,2,1,7,32,6,211,0,0,0,6,2,38,31,15,37,84,68,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9654444883362908,0.5548302872062664
0.2182,0.7315,0.2185,0.05,0.0,1.0,0.0,2.31,0.69,0.0,0.05,120,20.0,0,0,0,4.0,25.0,0.0,100.0,5,0.0,2,1,7,32,6,211,0,0,0,6,2,38,31,15,37,84,68,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9654444883362908,0.5548302872062664
0.2181,0.93,0.07,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.09,30,5.0,150,15,0,2.0,25.0,40.0,0.0,5,0.0,3,2,10,32,7,78,1,2,0,11,27,38,56,15,14,167,68,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9813582195498664,0.5409090909090909
0.2181,0.87,0.13,0.0,0.0,1.0,0.0,2.88,0.12,0.0,0.0707,150,15.0,0,0,0,2.0,25.0,25.0,0.0,7,0.0,3,2,10,32,7,78,1,0,0,11,27,38,56,15,19,167,59,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9776187957424763,0.5432797662527392
0.2181,0.87,0.13,0.0,0.0,1.0,0.0,2.88,0.12,0.0,0.0707,150,15.0,0,0,0,4.0,25.0,0.0,100.0,7,0.0,3,2,10,32,7,78,1,0,0,11,27,38,56,15,19,167,59,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9776187957424763,0.5432797662527392
0.2181,0.85,0.0,0.15,0.0,1.0,0.0,2.85,0.15,0.0,0.09,150,30.0,0,0,0,2.0,25.0,30.0,0.0,4,0.0,2,1,0,32,6,211,0,0,0,6,2,38,37,15,37,171,68,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.960604260731416,0.5438756855575869
0.2181,0.85,0.0,0.15,0.0,1.0,0.0,2.85,0.15,0.0,0.09,150,30.0,0,0,0,7.0,85.0,0.0,0.0,4,1.0,2,1,0,32,6,211,0,0,0,6,2,38,37,15,37,171,68,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.960604260731416,0.5438756855575869
0.2181,0.95,0.0,0.05,0.0,1.0,0.0,3.0,0.0,0.0,0.0805,150,10.0,0,0,0,5.0,25.0,0.0,100.0,6,1.0,3,2,10,32,6,211,0,2,7,3,3,38,49,15,37,167,68,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9776453781308926,0.5409090909090909
0.2181,0.95,0.0,0.05,0.0,1.0,0.0,3.0,0.0,0.0,0.0805,150,10.0,0,0,0,5.0,25.0,50.0,100.0,6,0.0,3,2,10,32,6,211,0,2,7,3,3,38,49,15,37,167,68,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9776453781308926,0.5409090909090909
0.218,0.8,0.0,0.2,0.0,1.0,0.0,2.841,0.159,0.0,0.13,130,30.0,0,0,0,10.0,60.0,0.0,100.0,5,1.0,0,0,10,32,12,50,0,2,7,5,3,38,38,6,37,167,68,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9516552984660954,0.5440547163600452
0.218,0.0,0.0,1.0,0.0,1.0,0.0,2.91,0.09,0.0,0.09,210,5.0,0,0,0,2.0,25.0,30.0,0.0,5,1.0,5,1,10,32,6,42,1,0,3,14,27,38,56,15,25,167,68,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8074432289086328,0.5426851514045968
0.218,0.0,0.0,1.0,0.0,1.0,0.0,2.91,0.09,0.0,0.09,210,5.0,0,0,0,7.0,65.0,0.0,0.0,5,1.0,5,1,10,32,6,42,1,0,3,14,27,38,56,15,25,167,68,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8074432289086328,0.5426851514045968
0.218,0.92,0.08,0.0,0.0,1.0,0.0,2.76,0.24,0.0,0.16,100,60.0,0,0,0,2.0,27.0,35.0,0.0,7,1.0,5,1,7,32,6,78,1,0,3,11,27,38,56,15,30,167,68,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.982165150424777,0.5456713132795306
0.218,0.95,0.05,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.09,105,60.0,0,0,0,7.0,85.0,0.0,0.0,5,0.0,5,1,0,32,6,78,1,2,3,11,27,38,56,15,14,140,68,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9828600430451816,0.5409090909090909
0.2178,0.7885,0.1615,0.05,0.0,1.0,0.0,2.49,0.51,0.0,0.06,110,30.0,80,5,0,2.0,25.0,30.0,0.0,5,1.0,5,1,0,32,6,211,1,0,3,14,27,38,56,15,14,18,68,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9686661025624292,0.5511300481659873
0.2178,0.7885,0.1615,0.05,0.0,1.0,0.0,2.49,0.51,0.0,0.06,110,30.0,80,5,1,4.0,25.0,0.0,100.0,5,0.0,5,1,0,32,6,211,1,0,3,14,27,38,56,15,14,18,68,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9686661025624292,0.5511300481659873
0.2178,0.95,0.0,0.05,0.0,1.0,0.0,3.0,0.0,0.0,0.09,100,30.0,0,0,1,9.0,85.0,85.0,0.0,6,1.0,5,1,0,32,6,211,0,2,0,6,2,38,38,13,37,167,9,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9776453781308926,0.5409090909090909
0.2177,0.93,0.07,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0491,150,15.0,0,0,0,4.0,25.0,0.0,100.0,8,1.0,3,2,10,32,7,211,1,0,3,11,27,38,56,15,14,167,68,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9813582195498664,0.5409090909090909
0.2177,0.99,0.01,0.0,0.0,1.0,0.0,2.97,0.03,0.0,0.062,125,30.0,0,0,0,2.0,25.0,40.0,0.0,6,0.0,5,1,0,32,6,78,1,0,0,11,27,38,56,15,14,167,68,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9860611786136783,0.5414998179832544
0.2177,0.99,0.01,0.0,0.0,1.0,0.0,2.97,0.03,0.0,0.062,125,30.0,0,0,0,7.0,85.0,0.0,0.0,6,0.0,5,1,0,32,6,78,1,0,0,11,27,38,56,15,14,167,68,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9860611786136783,0.5414998179832544
0.2177,0.99,0.01,0.0,0.0,1.0,0.0,2.97,0.03,0.0,0.062,125,30.0,0,0,0,5.0,25.0,30.0,100.0,6,0.0,5,1,0,32,6,78,1,0,0,11,27,38,56,15,14,167,68,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9860611786136783,0.5414998179832544
0.2177,0.7885,0.1615,0.05,0.0,1.0,0.0,2.49,0.51,0.0,0.0785,100,30.0,0,0,0,2.0,25.0,10.0,0.0,6,1.0,5,1,0,32,6,211,1,0,3,11,27,38,56,15,19,14,68,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9686661025624292,0.5511300481659873
0.2177,0.7885,0.1615,0.05,0.0,1.0,0.0,2.49,0.51,0.0,0.0785,100,30.0,0,0,1,3.0,25.0,85.0,0.0,6,0.0,5,1,0,32,6,211,1,0,3,11,27,38,56,15,19,14,68,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9686661025624292,0.5511300481659873
0.2177,0.7885,0.1615,0.05,0.0,1.0,0.0,2.49,0.51,0.0,0.0785,100,30.0,0,0,0,7.0,85.0,0.0,0.0,6,0.0,5,1,0,32,6,211,1,0,3,11,27,38,56,15,19,14,68,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9686661025624292,0.5511300481659873
0.2176,0.9,0.05,0.05,0.0,1.0,0.0,3.0,0.0,0.0,0.0597,100,60.0,150,10,0,10.0,50.0,0.0,100.0,5,0.0,5,1,0,32,6,211,1,0,3,17,14,38,56,15,19,167,68,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9738908193926046,0.5409090909090909
0.2175,0.92,0.08,0.0,0.0,1.0,0.0,2.76,0.24,0.0,0.1,150,10.0,0,0,0,2.0,25.0,20.0,0.0,6,1.0,5,1,0,32,6,211,1,0,0,11,27,38,56,15,14,167,68,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.982165150424777,0.5456713132795306
0.2175,0.92,0.08,0.0,0.0,1.0,0.0,2.76,0.24,0.0,0.1,150,10.0,0,0,0,7.0,85.0,0.0,0.0,6,0.0,5,1,0,32,6,211,1,0,0,11,27,38,56,15,14,167,68,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.982165150424777,0.5456713132795306
0.2175,0.0,0.0,1.0,0.0,1.0,0.0,2.85,0.15,0.0,0.09,210,3.0,0,0,0,7.0,85.0,0.0,0.0,4,0.0,2,1,10,32,6,211,1,0,3,14,27,38,56,15,14,22,68,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8075858003708439,0.5438756855575869
0.2175,0.0,0.0,1.0,0.0,1.0,0.0,2.85,0.15,0.0,0.09,210,3.0,0,0,0,2.0,25.0,30.0,0.0,4,1.0,2,1,10,32,6,211,1,0,3,14,27,38,56,15,14,22,68,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8075858003708439,0.5438756855575869
0.2173,0.9,0.03,0.07,0.0,1.0,0.0,2.76,0.24,0.0,0.09,120,40.0,0,0,1,5.0,25.0,30.0,100.0,4,1.0,5,1,7,32,6,78,1,0,3,16,15,38,56,15,14,167,68,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9733126580394875,0.5456713132795306
0.2173,0.9,0.03,0.07,0.0,1.0,0.0,2.76,0.24,0.0,0.09,120,40.0,0,0,0,5.0,25.0,5.0,0.0,4,1.0,5,1,7,32,6,78,1,0,3,16,15,38,56,15,14,167,68,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9733126580394875,0.5456713132795306
0.2171,0.7,0.3,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.1,150,20.0,0,0,0,4.0,30.0,0.0,100.0,5,1.0,3,2,10,32,7,34,1,0,3,11,27,38,15,15,14,110,68,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9640872493537413,0.5409090909090909
0.2171,0.7,0.3,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.1,150,20.0,0,0,0,7.0,60.0,0.0,0.0,5,0.0,3,2,10,32,7,34,1,0,3,11,27,38,15,15,14,110,68,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9640872493537413,0.5409090909090909
0.2171,0.7,0.3,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.1,150,20.0,0,0,0,2.0,25.0,30.0,0.0,5,0.0,3,2,10,32,7,34,1,0,3,11,27,38,15,15,14,110,68,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9640872493537413,0.5409090909090909
0.2171,0.95,0.05,0.0,0.0,1.0,0.0,2.85,0.15,0.0,0.05,100,30.0,0,0,0,2.0,25.0,35.0,0.0,7,0.0,5,1,0,32,6,78,1,2,0,11,27,7,56,15,14,167,68,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.983839622017358,0.5438756855575869
0.217,0.817,0.133,0.05,0.0,1.0,0.0,2.58,0.42,0.0,0.16,100,30.0,0,0,0,3.0,25.0,85.0,0.0,5,0.0,5,1,0,29,6,211,1,0,0,19,26,38,56,15,14,167,68,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9702665433801696,0.5492983751846381
0.2169,0.931,0.019,0.05,0.0,1.0,0.0,2.94,0.06,0.0,0.06,110,20.0,0,0,0,9.0,85.0,85.0,0.0,5,0.0,5,1,0,32,6,78,0,0,4,8,2,38,38,13,37,167,68,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9766002269282911,0.542091836734694
0.2168,0.95,0.05,0.0,0.0,1.0,0.0,2.85,0.15,0.0,0.049,120,40.0,0,0,0,5.0,40.0,0.0,100.0,5,1.0,5,1,13,32,6,211,1,0,3,11,27,38,56,15,14,167,68,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.983839622017358,0.5438756855575869
0.2166,0.93,0.02,0.05,0.0,1.0,0.0,2.94,0.06,0.0,1.0,110,20.0,0,0,0,7.0,85.0,0.0,0.0,5,0.0,5,1,0,32,6,78,0,2,2,3,13,38,49,15,37,169,46,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9765250292789777,0.542091836734694
0.2166,0.93,0.02,0.05,0.0,1.0,0.0,2.94,0.06,0.0,1.0,110,20.0,0,0,0,11.0,85.0,30.0,100.0,5,0.0,5,1,0,32,6,78,0,2,2,3,13,38,49,15,37,169,46,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9765250292789777,0.542091836734694
0.2166,0.85,0.1,0.05,0.0,1.0,0.0,2.9,0.1,0.0,0.1,150,10.0,0,0,0,7.0,85.0,0.0,0.0,5,0.0,5,1,0,32,6,78,1,0,3,14,27,38,56,15,14,167,68,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9707584432640781,0.542883211678832
0.2166,0.85,0.1,0.05,0.0,1.0,0.0,2.9,0.1,0.0,0.1,150,10.0,0,0,0,8.0,85.0,30.0,0.0,5,0.0,5,1,0,32,6,78,1,0,3,14,27,38,56,15,14,167,68,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9707584432640781,0.542883211678832
0.2166,0.85,0.1,0.05,0.0,1.0,0.0,2.9,0.1,0.0,0.1,150,10.0,0,0,0,2.0,25.0,40.0,0.0,5,0.0,5,1,0,32,6,78,1,0,3,14,27,38,56,15,14,167,68,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9707584432640781,0.542883211678832
0.2166,0.85,0.1,0.05,0.0,1.0,0.0,2.9,0.1,0.0,0.1,150,10.0,0,0,0,4.0,25.0,0.0,100.0,5,0.0,5,1,0,32,6,78,1,0,3,14,27,38,56,15,14,167,68,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9707584432640781,0.542883211678832
0.2165,0.9,0.05,0.05,0.0,1.0,0.0,2.85,0.15,0.0,0.06,150,5.0,0,0,0,2.0,25.0,30.0,0.0,4,0.0,5,1,7,32,6,78,1,2,0,11,27,6,56,15,14,167,25,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9748385361137949,0.5438756855575869
0.2163,0.95,0.0,0.05,0.0,1.0,0.0,3.0,0.0,0.0,0.09,150,20.0,0,0,0,2.0,25.0,35.0,0.0,5,1.0,5,1,12,32,6,78,1,0,0,11,27,38,56,15,14,167,68,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9776453781308926,0.5409090909090909
0.2163,0.95,0.0,0.05,0.0,1.0,0.0,3.0,0.0,0.0,0.09,150,20.0,0,0,0,3.0,25.0,65.0,0.0,5,1.0,5,1,12,32,6,78,1,0,0,11,27,38,56,15,14,167,68,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9776453781308926,0.5409090909090909
0.2163,0.95,0.0,0.05,0.0,1.0,0.0,3.0,0.0,0.0,0.09,150,20.0,0,0,0,5.0,25.0,25.0,100.0,5,1.0,5,1,12,32,6,78,1,0,0,11,27,38,56,15,14,167,68,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9776453781308926,0.5409090909090909
0.2163,0.95,0.0,0.05,0.0,1.0,0.0,3.0,0.0,0.0,0.09,150,20.0,0,0,0,7.0,85.0,0.0,0.0,5,1.0,5,1,12,32,6,78,1,0,0,11,27,38,56,15,14,167,68,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9776453781308926,0.5409090909090909
0.2162,0.5,0.5,0.0,0.0,1.0,0.0,2.49,0.51,0.0,0.0464,100,30.0,0,0,0,5.0,25.0,25.0,100.0,5,0.0,5,1,2,32,6,211,0,2,0,6,24,38,38,15,34,167,68,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9520165799214714,0.5511300481659873
0.2162,0.5,0.5,0.0,0.0,1.0,0.0,2.49,0.51,0.0,0.0464,100,30.0,0,0,0,2.0,25.0,50.0,0.0,5,0.0,5,1,2,32,6,211,0,2,0,6,24,38,38,15,34,167,68,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9520165799214714,0.5511300481659873
0.2162,0.5,0.5,0.0,0.0,1.0,0.0,2.49,0.51,0.0,0.0464,100,30.0,0,0,0,7.0,85.0,0.0,0.0,5,0.0,5,1,2,32,6,211,0,2,0,6,24,38,38,15,34,167,68,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9520165799214714,0.5511300481659873
0.2162,0.83,0.0,0.17,0.0,1.0,0.0,2.4,0.6,0.0,0.08875,130,30.0,0,0,0,1.0,25.0,0.0,0.0,6,0.0,5,1,0,32,6,211,1,4,3,11,27,38,56,15,19,80,68,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9596956963591369,0.5529739776951672
0.2162,0.87,0.13,0.0,0.0,1.0,0.0,2.94,0.06,0.0,0.0625,150,15.0,0,0,0,2.0,25.0,30.0,0.0,5,1.0,3,2,10,32,7,78,1,0,12,11,27,38,13,15,37,167,68,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9772352293002714,0.542091836734694
0.2162,0.87,0.13,0.0,0.0,1.0,0.0,2.94,0.06,0.0,0.0625,150,15.0,0,0,0,5.0,25.0,30.0,100.0,5,1.0,3,2,10,32,7,78,1,0,12,11,27,38,13,15,37,167,68,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9772352293002714,0.542091836734694
0.2161,0.9,0.1,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.09,150,10.0,0,0,0,2.0,25.0,30.0,0.0,6,0.0,3,2,10,32,7,78,1,2,0,11,27,38,56,15,14,167,68,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9791054843068936,0.5409090909090909
0.2161,0.9,0.1,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.09,150,10.0,0,0,0,5.0,25.0,30.0,100.0,6,1.0,3,2,10,32,7,78,1,2,0,11,27,38,56,15,14,167,68,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9791054843068936,0.5409090909090909
0.2161,0.9,0.1,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.09,150,10.0,0,0,0,9.0,85.0,60.0,0.0,6,0.0,3,2,10,32,7,78,1,2,0,11,27,38,56,15,14,167,68,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9791054843068936,0.5409090909090909
0.2161,0.931,0.0,0.049,0.02,1.0,0.0,2.91,0.03,0.06,0.1,130,30.0,0,0,0,2.0,25.0,25.0,0.0,5,1.0,2,1,0,32,6,211,1,2,3,11,27,38,56,15,14,167,68,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9742482271380527,0.5434286236185952
0.2161,0.931,0.0,0.049,0.02,1.0,0.0,2.91,0.03,0.06,0.1,130,30.0,0,0,0,7.0,65.0,0.0,0.0,5,1.0,2,1,0,32,6,211,1,2,3,11,27,38,56,15,14,167,68,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9742482271380527,0.5434286236185952
0.2161,0.97,0.03,0.0,0.0,1.0,0.0,2.91,0.09,0.0,0.0975,150,15.0,0,0,0,7.0,60.0,0.0,0.0,7,0.0,3,2,10,32,7,109,1,2,0,11,27,38,56,15,14,167,68,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9849519764464839,0.5426851514045968
0.2161,0.97,0.03,0.0,0.0,1.0,0.0,2.91,0.09,0.0,0.0975,150,15.0,0,0,0,2.0,25.0,35.0,0.0,7,0.0,3,2,10,32,7,109,1,2,0,11,27,38,56,15,14,167,68,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9849519764464839,0.5426851514045968
0.216,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.09,120,60.0,0,0,0,2.0,25.0,30.0,0.0,6,0.0,5,1,0,25,6,78,1,0,3,19,12,38,56,15,14,167,68,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9866146017834696,0.5409090909090909
0.216,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.09,120,60.0,0,0,0,8.0,85.0,30.0,0.0,6,0.0,5,1,0,25,6,78,1,0,3,19,12,38,56,15,14,167,68,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9866146017834696,0.5409090909090909
0.216,0.3,0.7,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.09,100,30.0,0,0,0,7.0,85.0,0.0,0.0,5,1.0,1,0,10,32,3,102,0,2,7,3,3,38,49,15,37,167,68,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9340507794474369,0.5409090909090909
0.216,0.3,0.7,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.09,100,30.0,0,0,0,10.0,55.0,0.0,100.0,5,1.0,1,0,10,32,3,102,0,2,7,3,3,38,49,15,37,167,68,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9340507794474369,0.5409090909090909
0.216,0.85,0.0,0.15,0.0,1.0,0.0,2.85,0.15,0.0,0.09,100,60.0,0,0,1,10.0,60.0,0.0,100.0,5,1.0,2,1,0,34,6,211,0,0,0,6,2,25,37,15,37,167,68,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.960604260731416,0.5438756855575869
0.216,0.85,0.0,0.15,0.0,1.0,0.0,2.85,0.15,0.0,0.09,100,60.0,0,0,0,2.0,25.0,30.0,0.0,5,0.0,2,1,0,34,6,211,0,0,0,6,2,25,37,15,37,167,68,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.960604260731416,0.5438756855575869
0.216,0.85,0.0,0.15,0.0,1.0,0.0,2.85,0.15,0.0,0.09,100,60.0,0,0,0,7.0,85.0,0.0,0.0,5,1.0,2,1,0,34,6,211,0,0,0,6,2,25,37,15,37,167,68,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.960604260731416,0.5438756855575869
0.216,0.0,1.0,0.0,0.0,1.0,0.0,2.91,0.09,0.0,0.04,100,20.0,0,0,0,2.0,25.0,45.0,0.0,5,1.0,2,1,10,32,2,211,0,2,0,6,2,38,49,15,37,79,68,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9119585065451443,0.5426851514045968
0.216,0.0,1.0,0.0,0.0,1.0,0.0,2.91,0.09,0.0,0.04,100,20.0,0,0,0,5.0,25.0,30.0,100.0,5,1.0,2,1,10,32,2,211,0,2,0,6,2,38,49,15,37,79,68,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9119585065451443,0.5426851514045968
0.216,0.0,1.0,0.0,0.0,1.0,0.0,2.91,0.09,0.0,0.04,100,20.0,0,0,0,7.0,85.0,0.0,0.0,5,1.0,2,1,10,32,2,211,0,2,0,6,2,38,49,15,37,79,68,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9119585065451443,0.5426851514045968
0.2159,0.95,0.05,0.0,0.0,1.0,0.0,2.85,0.15,0.0,0.094,100,60.0,0,0,0,5.0,25.0,25.0,100.0,8,1.0,5,1,6,32,6,78,1,2,3,11,27,38,56,15,19,97,68,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.983839622017358,0.5438756855575869
0.2159,0.95,0.05,0.0,0.0,1.0,0.0,2.85,0.15,0.0,0.094,100,60.0,0,0,0,8.0,60.0,36.0,0.0,8,1.0,5,1,6,32,6,78,1,2,3,11,27,38,56,15,19,97,68,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.983839622017358,0.5438756855575869
