pce_max,FA,MA,Cs,Rb,Pb,Sn,I,Br,Cl,effective_area,anneal_T1,anneal_t1,anneal_T2,anneal_t2,encapsulation,ISOS-test_type,Temperature,RH,Sun,thickness,stable,deposit_type_Encoded,deposit_step_Encoded,anti_solution_Encoded,anti_add_Encoded,precursor_solution_Encoded,precursor_add_Encoded,structure_Encoded,substrate_Encoded,electrode_Encoded,ETL_Encoded,ETL-2_Encoded,ETL_add_Encoded,HTL_Encoded,HTL-2_Encoded,HTL_add_Encoded,up_passive_Encoded,down_passive_Encoded,anneal_atmosphere_Encoded,Is_FAMACs,Is_FACs,double_element,Is_FA,single_element,Is_FAMA,Is_Cs,Is_MA,tf,miu
0.241,0.92,0.01,0.07,0.0,1.0,0.0,2.91,0.09,0.0,0.16,150,10.0,100,15,0,4.0,25.0,0.0,100.0,5,1.0,5,1,0,32,6,211,1,2,3,18,26,38,56,15,23,101,68,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9738733570170137,0.5426851514045968
0.241,0.92,0.01,0.07,0.0,1.0,0.0,2.91,0.09,0.0,0.16,150,10.0,100,15,0,7.0,85.0,0.0,0.0,5,0.0,5,1,0,32,6,211,1,2,3,18,26,38,56,15,23,101,68,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9738733570170137,0.5426851514045968
0.241,0.92,0.08,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.04,150,8.0,0,0,0,1.0,25.0,0.0,0.0,5,1.0,3,2,10,32,6,99,1,2,12,11,27,38,56,15,14,110,68,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9806073078022087,0.5409090909090909
0.241,0.92,0.08,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.04,150,8.0,0,0,0,8.0,80.0,0.0,0.0,5,0.0,3,2,10,32,6,99,1,2,12,11,27,38,56,15,14,110,68,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9806073078022087,0.5409090909090909
0.241,0.92,0.08,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.04,150,8.0,0,0,0,2.0,25.0,40.0,0.0,5,0.0,3,2,10,32,6,99,1,2,12,11,27,38,56,15,14,110,68,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9806073078022087,0.5409090909090909
0.241,0.74,0.26,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.09,100,60.0,0,0,0,2.0,25.0,30.0,0.0,6,1.0,5,1,6,32,6,78,1,0,3,11,27,38,56,15,19,113,33,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9670908963443717,0.5409090909090909
0.241,0.74,0.26,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.09,100,60.0,0,0,0,7.0,85.0,0.0,0.0,6,0.0,5,1,6,32,6,78,1,0,3,11,27,38,56,15,19,113,33,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9670908963443717,0.5409090909090909
0.2409,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.148,100,60.0,0,0,1,5.0,25.0,30.0,100.0,5,1.0,2,1,7,32,6,104,1,0,3,11,27,38,56,15,19,167,68,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9866146017834696,0.5409090909090909
0.2409,0.86,0.14,0.0,0.0,1.0,0.0,2.94,0.06,0.0,0.09,150,15.0,0,0,0,2.0,30.0,25.0,0.0,7,1.0,3,2,10,32,7,137,1,2,3,11,27,38,56,15,14,167,68,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9764832528071368,0.542091836734694
0.2409,0.86,0.14,0.0,0.0,1.0,0.0,2.94,0.06,0.0,0.09,150,15.0,0,0,0,5.0,25.0,10.0,100.0,7,1.0,3,2,10,32,7,137,1,2,3,11,27,38,56,15,14,167,68,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9764832528071368,0.542091836734694
0.2409,0.95,0.0,0.05,0.0,1.0,0.0,3.0,0.0,0.0,0.09,100,30.0,0,0,0,5.0,45.0,30.0,100.0,5,1.0,5,1,0,32,6,150,0,2,0,6,2,38,38,13,37,167,9,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9776453781308926,0.5409090909090909
0.2409,0.95,0.0,0.05,0.0,1.0,0.0,3.0,0.0,0.0,0.09,100,30.0,0,0,0,9.0,85.0,85.0,0.0,5,1.0,5,1,0,32,6,150,0,2,0,6,2,38,38,13,37,167,9,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9776453781308926,0.5409090909090909
0.2408,0.95,0.02,0.03,0.0,1.0,0.0,3.0,0.0,0.0,0.105,150,15.0,0,0,0,1.0,25.0,0.0,0.0,10,1.0,3,2,10,32,7,81,1,2,0,11,27,38,56,15,14,92,68,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9797312440966082,0.5409090909090909
0.2408,0.95,0.02,0.03,0.0,1.0,0.0,3.0,0.0,0.0,0.105,150,15.0,0,0,0,3.0,25.0,60.0,0.0,10,1.0,3,2,10,32,7,81,1,2,0,11,27,38,56,15,14,92,68,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9797312440966082,0.5409090909090909
0.2408,0.95,0.02,0.03,0.0,1.0,0.0,3.0,0.0,0.0,0.105,150,15.0,0,0,0,8.0,60.0,30.0,0.0,10,1.0,3,2,10,32,7,81,1,2,0,11,27,38,56,15,14,92,68,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9797312440966082,0.5409090909090909
0.2407,0.8835,0.0665,0.05,0.0,1.0,0.0,2.8005,0.1995,0.0,0.09,150,15.0,0,0,0,1.0,25.0,0.0,0.0,7,0.0,5,1,0,32,18,78,1,0,3,11,27,38,56,15,14,167,68,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9739078968313537,0.5448618157176609
0.2407,0.8835,0.0665,0.05,0.0,1.0,0.0,2.8005,0.1995,0.0,0.09,150,15.0,0,0,0,2.0,25.0,30.0,0.0,7,1.0,5,1,0,32,18,78,1,0,3,11,27,38,56,15,14,167,68,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9739078968313537,0.5448618157176609
0.2407,0.8835,0.0665,0.05,0.0,1.0,0.0,2.8005,0.1995,0.0,0.09,150,15.0,0,0,0,5.0,30.0,50.0,90.0,7,0.0,5,1,0,32,18,78,1,0,3,11,27,38,56,15,14,167,68,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9739078968313537,0.5448618157176609
0.2407,0.9,0.03,0.07,0.0,1.0,0.0,2.76,0.24,0.0,0.09,120,40.0,0,0,1,5.0,25.0,30.0,100.0,4,1.0,5,1,7,32,6,78,1,0,3,16,15,38,56,15,14,66,68,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9733126580394875,0.5456713132795306
0.2407,0.9,0.03,0.07,0.0,1.0,0.0,2.76,0.24,0.0,0.09,120,40.0,0,0,0,5.0,25.0,5.0,0.0,4,1.0,5,1,7,32,6,78,1,0,3,16,15,38,56,15,14,66,68,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9733126580394875,0.5456713132795306
0.2407,0.93,0.03,0.04,0.0,1.0,0.0,2.91,0.09,0.0,0.09,100,30.0,0,0,0,4.0,20.0,0.0,100.0,6,1.0,2,1,0,32,6,86,1,2,3,11,27,38,56,15,14,110,68,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.977761325345092,0.5426851514045968
0.2407,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.127,150,15.0,100,15,0,2.0,25.0,15.0,0.0,7,0.0,5,1,0,32,6,78,1,0,3,19,26,38,56,15,14,163,68,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9866146017834696,0.5409090909090909
0.2407,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.127,150,15.0,100,15,0,4.0,25.0,0.0,100.0,7,0.0,5,1,0,32,6,78,1,0,3,19,26,38,56,15,14,163,68,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9866146017834696,0.5409090909090909
0.2406,0.97,0.03,0.0,0.0,1.0,0.0,2.91,0.0,0.09,0.105,150,15.0,0,0,0,1.0,25.0,0.0,0.0,10,1.0,3,2,10,32,7,18,1,2,0,11,27,38,56,15,14,101,68,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.985322072460251,0.543801124160307
0.2406,0.94,0.0,0.06,0.0,1.0,0.0,3.0,0.0,0.0,0.049,150,20.0,0,0,0,2.0,25.0,30.0,0.0,5,0.0,2,1,7,32,6,211,1,2,3,11,27,38,56,15,14,167,68,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9758515334003773,0.5409090909090909
0.2405,0.92,0.0,0.08,0.0,1.0,0.0,2.79,0.21,0.0,0.09,120,20.0,0,0,0,4.0,25.0,0.0,100.0,6,1.0,5,1,10,32,6,64,1,0,3,11,27,38,56,15,19,167,68,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9735844323213688,0.545071454745328
0.2405,0.92,0.0,0.08,0.0,1.0,0.0,2.79,0.21,0.0,0.09,120,20.0,0,0,0,10.0,85.0,0.0,100.0,6,0.0,5,1,10,32,6,64,1,0,3,11,27,38,56,15,19,167,68,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9735844323213688,0.545071454745328
0.2404,0.61,0.39,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.04,150,15.0,0,0,0,5.0,35.0,10.0,100.0,5,0.0,3,2,10,32,7,163,1,0,3,11,27,38,56,15,14,167,68,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9573290436248229,0.5409090909090909
0.2404,0.61,0.39,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.04,150,15.0,0,0,0,3.0,25.0,50.0,0.0,5,1.0,3,2,10,32,7,163,1,0,3,11,27,38,56,15,14,167,68,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9573290436248229,0.5409090909090909
0.2404,0.61,0.39,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.04,150,15.0,0,0,0,2.0,25.0,25.0,0.0,5,1.0,3,2,10,32,7,163,1,0,3,11,27,38,56,15,14,167,68,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9573290436248229,0.5409090909090909
0.2404,0.61,0.39,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.04,150,15.0,0,0,0,7.0,60.0,0.0,0.0,5,1.0,3,2,10,32,7,163,1,0,3,11,27,38,56,15,14,167,68,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9573290436248229,0.5409090909090909
0.2404,0.61,0.39,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.04,150,15.0,0,0,0,9.0,85.0,85.0,0.0,5,0.0,3,2,10,32,7,163,1,0,3,11,27,38,56,15,14,167,68,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9573290436248229,0.5409090909090909
0.2402,0.931,0.019,0.05,0.0,1.0,0.0,2.94,0.06,0.0,0.06,110,20.0,0,0,1,9.0,85.0,85.0,0.0,5,1.0,5,1,0,32,6,117,0,0,4,8,2,38,38,13,37,167,68,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9766002269282911,0.542091836734694
0.2402,0.7885,0.1615,0.05,0.0,1.0,0.0,2.49,0.51,0.0,0.0785,100,30.0,0,0,0,2.0,25.0,10.0,0.0,6,1.0,5,1,0,32,6,211,1,0,3,11,27,38,56,15,19,42,68,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9686661025624292,0.5511300481659873
0.2402,0.7885,0.1615,0.05,0.0,1.0,0.0,2.49,0.51,0.0,0.0785,100,30.0,0,0,1,3.0,25.0,85.0,0.0,6,1.0,5,1,0,32,6,211,1,0,3,11,27,38,56,15,19,42,68,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9686661025624292,0.5511300481659873
0.2402,0.7885,0.1615,0.05,0.0,1.0,0.0,2.49,0.51,0.0,0.0785,100,30.0,0,0,0,7.0,85.0,0.0,0.0,6,0.0,5,1,0,32,6,211,1,0,3,11,27,38,56,15,19,42,68,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9686661025624292,0.5511300481659873
0.2402,0.95,0.0,0.05,0.0,1.0,0.0,3.0,0.0,0.0,0.09,100,30.0,0,0,0,2.0,25.0,25.0,0.0,7,1.0,5,1,0,32,6,151,0,2,0,6,2,38,38,13,37,133,9,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9776453781308926,0.5409090909090909
0.2401,0.931,0.0,0.049,0.02,1.0,0.0,2.91,0.03,0.06,0.1,130,30.0,0,0,0,2.0,25.0,25.0,0.0,5,1.0,2,1,0,32,6,211,1,2,3,11,27,12,56,15,14,167,68,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9742482271380527,0.5434286236185952
0.2401,0.931,0.0,0.049,0.02,1.0,0.0,2.91,0.03,0.06,0.1,130,30.0,0,0,0,7.0,65.0,0.0,0.0,5,1.0,2,1,0,32,6,211,1,2,3,11,27,12,56,15,14,167,68,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9742482271380527,0.5434286236185952
0.2401,0.91,0.0,0.09,0.0,1.0,0.0,2.85,0.15,0.0,0.09,100,30.0,0,0,0,7.0,85.0,0.0,0.0,6,0.0,2,1,6,32,6,211,0,0,0,3,3,38,31,15,37,167,68,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9714055638156918,0.5438756855575869
0.2401,0.91,0.0,0.09,0.0,1.0,0.0,2.85,0.15,0.0,0.09,100,30.0,0,0,0,4.0,25.0,0.0,100.0,6,0.0,2,1,6,32,6,211,0,0,0,3,3,38,31,15,37,167,68,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9714055638156918,0.5438756855575869
0.2401,0.91,0.0,0.09,0.0,1.0,0.0,2.85,0.15,0.0,0.09,100,30.0,0,0,0,1.0,25.0,0.0,0.0,6,0.0,2,1,6,32,6,211,0,0,0,3,3,38,31,15,37,167,68,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9714055638156918,0.5438756855575869
0.2401,0.931,0.0,0.049,0.02,1.0,0.0,2.73,0.09,0.18,0.09,150,0.5,100,50,1,5.0,25.0,30.0,100.0,5,1.0,2,1,10,32,6,211,1,2,3,11,27,38,56,15,14,75,68,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9758704362114328,0.5485387664792107
0.2401,0.931,0.0,0.049,0.02,1.0,0.0,2.73,0.09,0.18,0.09,150,0.5,100,50,0,2.0,23.0,35.0,0.0,5,1.0,2,1,10,32,6,211,1,2,3,11,27,38,56,15,14,75,68,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9758704362114328,0.5485387664792107
0.24,0.97,0.03,0.0,0.0,1.0,0.0,2.91,0.0,0.09,0.105,150,15.0,0,0,0,2.0,25.0,35.0,0.0,10,1.0,3,2,10,32,7,18,1,2,0,11,27,38,56,15,14,101,68,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.985322072460251,0.543801124160307
0.24,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.16,150,30.0,0,0,0,5.0,25.0,30.0,100.0,5,1.0,3,2,10,32,7,169,1,2,3,11,27,38,73,15,14,110,68,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9866146017834696,0.5409090909090909
0.24,0.85,0.15,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.09,150,10.0,0,0,0,2.0,25.0,35.0,0.0,5,1.0,5,1,7,32,6,78,1,0,3,14,27,38,56,15,14,167,22,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9753509255686054,0.5409090909090909
0.24,0.93,0.07,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.1,150,15.0,0,0,0,2.0,25.0,40.0,0.0,8,1.0,3,2,10,32,7,78,1,0,3,11,27,38,56,15,14,150,68,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9813582195498664,0.5409090909090909
0.24,0.85,0.1,0.05,0.0,1.0,0.0,3.0,0.0,0.0,0.049,120,10.0,0,0,1,7.0,85.0,0.0,0.0,5,1.0,5,1,4,32,6,78,0,0,0,3,13,38,30,15,37,6,68,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9701362606543166,0.5409090909090909
0.24,0.85,0.1,0.05,0.0,1.0,0.0,3.0,0.0,0.0,0.049,120,10.0,0,0,1,12.0,65.0,50.0,100.0,5,1.0,5,1,4,32,6,78,0,0,0,3,13,38,30,15,37,6,68,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9701362606543166,0.5409090909090909
0.2399,0.87,0.13,0.0,0.0,1.0,0.0,2.94,0.06,0.0,0.1,150,15.0,0,0,0,2.0,25.0,25.0,0.0,5,1.0,3,2,10,32,7,78,1,0,3,11,27,40,56,15,14,167,68,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9772352293002714,0.542091836734694
0.2399,0.87,0.13,0.0,0.0,1.0,0.0,2.94,0.06,0.0,0.1,150,15.0,0,0,0,1.0,25.0,0.0,0.0,5,1.0,3,2,10,32,7,78,1,0,3,11,27,40,56,15,14,167,68,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9772352293002714,0.542091836734694
0.2398,0.74,0.26,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.09,100,60.0,0,0,0,2.0,25.0,25.0,0.0,6,1.0,2,1,6,32,6,78,1,0,3,11,27,38,56,15,19,90,33,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9670908963443717,0.5409090909090909
0.2394,0.86,0.09,0.05,0.0,1.0,0.0,2.91,0.09,0.0,0.04,150,10.0,0,0,0,1.0,25.0,0.0,0.0,5,1.0,0,0,10,32,6,122,1,2,0,11,27,38,56,15,14,167,68,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9714486025758468,0.5426851514045968
0.2394,0.86,0.09,0.05,0.0,1.0,0.0,2.91,0.09,0.0,0.04,150,10.0,0,0,1,2.0,25.0,55.0,0.0,5,0.0,0,0,10,32,6,122,1,2,0,11,27,38,56,15,14,167,68,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9714486025758468,0.5426851514045968
0.2394,0.86,0.09,0.05,0.0,1.0,0.0,2.91,0.09,0.0,0.04,150,10.0,0,0,0,8.0,85.0,20.0,0.0,5,1.0,0,0,10,32,6,122,1,2,0,11,27,38,56,15,14,167,68,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9714486025758468,0.5426851514045968
0.2393,0.85,0.15,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.09,150,10.0,0,0,0,7.0,85.0,0.0,0.0,5,1.0,5,1,7,32,6,78,1,0,3,14,27,38,56,15,14,167,22,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9753509255686054,0.5409090909090909
0.2391,0.93,0.07,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.09,30,5.0,150,15,0,2.0,25.0,40.0,0.0,5,1.0,3,2,10,32,7,78,1,2,0,11,27,13,56,15,14,167,68,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9813582195498664,0.5409090909090909
0.239,0.95,0.0,0.05,0.0,1.0,0.0,3.0,0.0,0.0,0.06,100,90.0,0,0,0,8.0,60.0,25.0,0.0,7,0.0,5,1,0,32,6,78,1,0,3,11,27,38,14,15,14,167,68,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9776453781308926,0.5409090909090909
0.239,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.049,150,15.0,0,0,0,2.0,25.0,5.0,0.0,5,1.0,3,2,10,32,7,110,1,2,3,11,27,38,56,15,14,7,68,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9866146017834696,0.5409090909090909
0.239,0.15,0.85,0.0,0.0,1.0,0.0,2.7,0.3,0.0,0.09,60,1.0,100,10,0,5.0,25.0,0.0,100.0,8,1.0,5,1,0,32,6,211,0,2,0,3,3,38,22,15,37,167,68,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9243249181406298,0.546875
0.239,0.15,0.85,0.0,0.0,1.0,0.0,2.7,0.3,0.0,0.09,60,1.0,100,10,0,7.0,65.0,0.0,0.0,8,1.0,5,1,0,32,6,211,0,2,0,3,3,38,22,15,37,167,68,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9243249181406298,0.546875
0.239,0.15,0.85,0.0,0.0,1.0,0.0,2.7,0.3,0.0,0.09,60,1.0,100,10,0,1.0,25.0,0.0,0.0,8,1.0,5,1,0,32,6,211,0,2,0,3,3,38,22,15,37,167,68,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9243249181406298,0.546875
0.239,0.95,0.0,0.05,0.0,1.0,0.0,3.0,0.0,0.0,0.09,100,30.0,0,0,0,4.0,25.0,0.0,100.0,7,1.0,5,1,0,32,6,151,0,2,0,6,2,38,38,13,37,133,9,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9776453781308926,0.5409090909090909
0.2386,0.826,0.105,0.069,0.0,1.0,0.0,2.865,0.135,0.0,0.09,100,60.0,0,0,0,2.0,25.0,30.0,0.0,5,1.0,5,1,0,4,6,211,1,2,0,11,27,38,15,15,14,15,68,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9671810493083941,0.5435775625799377
0.2384,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.09,120,10.0,0,0,0,1.0,25.0,0.0,0.0,6,0.0,2,1,6,32,6,78,1,0,3,11,27,38,56,15,19,167,68,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9866146017834696,0.5409090909090909
0.2384,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.09,120,10.0,0,0,1,5.0,25.0,25.0,100.0,6,0.0,2,1,6,32,6,78,1,0,3,11,27,38,56,15,19,167,68,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9866146017834696,0.5409090909090909
0.2383,0.3,0.7,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.048,105,15.0,0,0,1,5.0,25.0,15.0,100.0,8,1.0,0,0,10,32,1,78,0,2,0,10,2,38,49,15,37,54,68,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9340507794474369,0.5409090909090909
0.2382,0.85,0.05,0.05,0.05,1.0,0.0,2.85,0.15,0.0,0.072,100,10.0,0,0,1,12.0,85.0,50.0,100.0,7,0.0,5,1,0,32,6,211,0,5,7,6,18,38,31,15,37,167,68,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9638488382082817,0.5438756855575869
0.238,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.09,120,60.0,0,0,0,2.0,25.0,30.0,0.0,6,1.0,5,1,0,24,6,78,1,0,3,19,12,38,56,15,14,167,68,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9866146017834696,0.5409090909090909
0.238,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.09,120,60.0,0,0,0,8.0,85.0,30.0,0.0,6,0.0,5,1,0,24,6,78,1,0,3,19,12,38,56,15,14,167,68,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9866146017834696,0.5409090909090909
0.2377,0.931,0.0,0.049,0.02,1.0,0.0,2.91,0.03,0.06,0.1,130,30.0,0,0,0,2.0,25.0,15.0,0.0,6,1.0,2,1,0,32,6,78,1,2,3,11,27,38,56,15,14,41,68,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9742482271380527,0.5434286236185952
0.2377,0.931,0.0,0.049,0.02,1.0,0.0,2.91,0.03,0.06,0.1,130,30.0,0,0,0,7.0,65.0,0.0,0.0,6,1.0,2,1,0,32,6,78,1,2,3,11,27,38,56,15,14,41,68,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9742482271380527,0.5434286236185952
0.2377,0.931,0.0,0.049,0.02,1.0,0.0,2.91,0.03,0.06,0.1,130,30.0,0,0,0,4.0,25.0,0.0,100.0,6,0.0,2,1,0,32,6,78,1,2,3,11,27,38,56,15,14,41,68,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9742482271380527,0.5434286236185952
0.2377,0.931,0.0,0.049,0.02,1.0,0.0,2.91,0.03,0.06,0.1,130,30.0,0,0,0,7.0,85.0,0.0,0.0,6,0.0,2,1,0,32,6,78,1,2,3,11,27,38,56,15,14,41,68,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9742482271380527,0.5434286236185952
0.2377,0.9,0.05,0.05,0.0,1.0,0.0,2.85,0.15,0.0,0.08,100,15.0,0,0,0,2.0,25.0,25.0,0.0,6,1.0,5,1,0,32,6,78,0,2,0,6,2,38,38,2,37,27,68,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9748385361137949,0.5438756855575869
0.2377,0.9,0.05,0.05,0.0,1.0,0.0,2.85,0.15,0.0,0.08,100,15.0,0,0,0,7.0,65.0,0.0,0.0,6,1.0,5,1,0,32,6,78,0,2,0,6,2,38,38,2,37,27,68,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9748385361137949,0.5438756855575869
0.2377,0.85,0.15,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.09,150,10.0,0,0,1,5.0,25.0,30.0,100.0,5,0.0,5,1,7,32,6,78,1,0,3,14,27,38,56,15,14,167,22,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9753509255686054,0.5409090909090909
0.2376,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.148,100,60.0,0,0,0,2.0,25.0,30.0,0.0,5,0.0,2,1,7,32,6,104,1,0,3,11,27,38,56,15,19,167,68,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9866146017834696,0.5409090909090909
0.2375,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.08,150,15.0,0,0,0,2.0,25.0,10.0,0.0,9,1.0,3,2,10,32,7,168,1,0,3,14,27,38,56,15,14,87,68,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9866146017834696,0.5409090909090909
0.2375,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.08,150,15.0,0,0,0,10.0,50.0,0.0,100.0,9,1.0,3,2,10,32,7,168,1,0,3,14,27,38,56,15,14,87,68,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9866146017834696,0.5409090909090909
0.2375,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.08,150,15.0,0,0,1,3.0,25.0,85.0,0.0,9,0.0,3,2,10,32,7,168,1,0,3,14,27,38,56,15,14,87,68,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9866146017834696,0.5409090909090909
